user_name,test_name,test_datetime,part_number,stage_serial
mdepaoli,Flatness,2025-07-17 11:53:49,ANT130LZ,527244-02
ajung,SixDegree,2025-07-17 11:54:20,PRO225LM-0200-TT1-E2-CMS3-PL2-TAS,530512-01
dyounge,Accuracy2D,2025-07-17 12:47:31,ES18837-6,508115-01
mdepaoli,Flatness,2025-07-17 12:56:06,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-17 12:56:15,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 13:39:32,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 13:39:43,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 13:59:01,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 14:03:07,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 14:03:17,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 14:12:27,ANT130LZ,527244-02
mdepaoli,Accuracy,2025-07-17 14:12:39,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-17 14:37:49,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-17 14:38:00,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-17 14:42:34,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-17 14:42:47,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-18 06:09:46,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-18 06:10:01,ANT130LZ,527244-02
mdepaoli,Flatness,2025-07-18 06:46:28,ANT130LZ,527244-01
mdepaoli,Flatness,2025-07-18 06:47:43,ANT130LZ,527244-01
mdepaoli,Flatness,2025-07-18 06:50:41,ANT130LZ,527244-01
mdepaoli,Flatness,2025-07-18 06:50:51,ANT130LZ,527244-01
mdepaoli,Flatness,2025-07-18 06:52:27,ANT130LZ,527244-01
mdepaoli,Straightness,2025-07-18 07:01:58,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 07:16:13,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 07:16:25,ANT130LZ,527244-01
dyounge,SixDegree,2025-07-18 07:20:41,ES17293-5,524852-01
mdepaoli,Accuracy,2025-07-18 07:52:03,ANT130LZ,527244-01
dyounge,SixDegree,2025-07-18 07:53:51,ES17293-5,524852-01
mdepaoli,Accuracy,2025-07-18 07:55:04,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 07:58:19,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 07:58:59,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 08:02:04,ANT130LZ,527244-01
nguy,Accuracy2D,2025-07-18 08:42:52,ES18837,507845-02
mdepaoli,Accuracy,2025-07-18 08:51:42,ANT130LZ,527244-01
cdelsignore,Accuracy1DXY,2025-07-18 09:05:12,FIBERMAXHP-ZXY,522264-01
cdelsignore,Accuracy1DXY,2025-07-18 09:06:03,FIBERMAXHP-ZXY,522264-01
cdelsignore,Accuracy1DXY,2025-07-18 09:07:20,FIBERMAXHP-ZXY,522264-01
mdepaoli,Accuracy,2025-07-18 09:09:50,ANT130LZ,527244-01
nguy,Accuracy2D,2025-07-18 09:14:43,ES18837,507845-02
cdelsignore,Accuracy1DXY,2025-07-18 09:18:27,FIBERMAXHP-ZXY,522264-01
mdepaoli,Accuracy,2025-07-18 09:19:15,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 09:27:42,ANT130LZ,527244-01
cdelsignore,Accuracy1DXY,2025-07-18 09:55:27,FIBERMAXHP-ZXY,522264-01
mdepaoli,Accuracy,2025-07-18 10:09:18,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:18:46,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:21:48,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:24:08,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:24:19,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:33:05,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 10:45:37,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:08:41,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:29:33,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:37:26,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:40:30,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:46:08,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:51:21,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 11:57:16,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 12:36:40,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 12:43:23,ANT130LZ,527244-01
dyounge,SixDegree,2025-07-18 12:47:49,ANT130LZS-060-ES17293-2,524865-02
mdepaoli,Accuracy,2025-07-18 12:49:12,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 12:54:57,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 12:58:50,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:11:48,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:14:52,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:23:36,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:32:52,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:41:19,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:44:19,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:47:11,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:47:34,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 13:57:30,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 14:06:38,ANT130LZ,527244-01
mdepaoli,Accuracy,2025-07-18 14:09:39,ANT130LZ,527244-01
dyounge,SixDegree,2025-07-18 14:32:35,ANT130LZS-060-ES17293-2,524865-01
dyounge,Accuracy,2025-07-18 14:37:13,ANT130LZS-060-ES17293-2,524865-01
dyounge,SixDegree,2025-07-18 14:40:45,ANT130LZS-060-ES17293-2,524865-01
dyounge,SixDegree,2025-07-18 14:44:05,ANT130LZS-060-ES17293-2,524865-01
dyounge,SixDegree,2025-07-18 14:51:29,ANT130LZS-060-ES17293-2,524865-01
nguy,Accuracy2D,2025-07-18 15:16:27,ES18837,507845-02
nguy,Accuracy2D,2025-07-18 15:19:18,ES18837,507845-02
dyounge,Flatness,2025-07-21 06:59:58,ANT130LZS-060-ES17293-2,524865-01
dyounge,SixDegree,2025-07-21 07:19:59,ANT130LZS-060-ES17293-2,524865-01
nguy,Accuracy2D,2025-07-21 08:15:15,ES18837,507845-02
dyounge,Accuracy2D,2025-07-21 09:33:26,ES18837-6,642065-01
mtrozzi,Accuracy,2025-07-21 10:44:06,ES19347-1,520626-01
nguy,Accuracy2D,2025-07-21 11:16:50,ES18837,507845-02
cdelsignore,Accuracy,2025-07-21 12:30:48,AGS1000-ES19619-2-Leader,521700-01
ajung,SixDegree,2025-07-21 14:04:51,PRO165LM-0100-TT2-E1-CMS4-PL2-TAS,522054-05
mtrozzi,Accuracy,2025-07-22 11:30:27,ES19347-1,520618-01
mtrozzi,Accuracy,2025-07-22 12:20:02,ES19347-1,520618-01
mtrozzi,Accuracy,2025-07-22 12:28:18,ES19347-1,520618-01
nguy,Accuracy2D,2025-07-23 08:53:21,ES18837,507845-04
nguy,Accuracy2D,2025-07-23 09:00:11,ES18837,507845-04
nguy,Accuracy2D,2025-07-23 09:19:04,ES18837,507845-04
ajung,SixDegree,2025-07-23 09:53:13,PRO115SL-150-TT2-M1-FB2-12-LI1-PL2-TAS,507797-01
ajung,SixDegree,2025-07-23 09:53:48,PRO115SL-150-TT2-M1-FB2-12-LI1-PL2-TAS,507797-01
bmowry,Straightness,2025-07-23 15:54:31,ABL1500WB-200-E3,518262-01
bmowry,Straightness,2025-07-23 16:34:49,ABL1500WB-200-E3,518262-01
bmowry,Straightness,2025-07-23 16:35:20,ABL1500WB-200-E3,518262-01
bmowry,Straightness,2025-07-23 16:37:22,ABL1500WB-200-E3,518262-01
bmowry,Accuracy,2025-07-23 17:11:10,ABL1500WB,518262-01
bmowry,Flatness,2025-07-24 09:36:38,ABL1500-100-E3,518266-01
bmowry,Straightness,2025-07-24 09:43:51,ABL1500-100-E3,518266-01
bmowry,Straightness,2025-07-24 09:45:56,ABL1500-100-E3,518266-01
bmowry,Straightness,2025-07-24 09:47:29,ABL1500-100-E3,518266-01
bmowry,Straightness,2025-07-24 09:49:05,ABL1500-100-E3,518266-01
dyounge,Accuracy,2025-07-24 11:03:50,ABL1500-300,520144-01
dyounge,Accuracy,2025-07-24 11:10:59,ABL1500-300,520144-01
nguy,Accuracy2D,2025-07-24 11:12:50,ES18837,507845-04
nguy,Accuracy2D,2025-07-24 11:13:52,ES18837,507845-04
nguy,Accuracy2D,2025-07-24 11:15:28,ES18837,507845-04
nguy,Accuracy2D,2025-07-24 11:41:50,ES18837,507845-04
dyounge,Accuracy,2025-07-24 11:43:16,ABL1500-300,520144-01
dyounge,Accuracy,2025-07-24 11:53:05,ABL1500-300,520144-01
dyounge,Accuracy,2025-07-24 11:54:54,ABL1500-300,520144-01
bmowry,Straightness,2025-07-24 12:40:30,ABL1500Z-050-E3,518267-01
bmowry,Flatness,2025-07-24 13:10:21,ABL1500Z-050-E3,518267-01
bmowry,Accuracy,2025-07-24 13:22:09,ABL1500Z-050-E3,518267-01
bmowry,Accuracy,2025-07-24 13:25:39,ABL1500Z-050-E3,518267-01
mtrozzi,Accuracy2D,2025-07-28 07:23:26,ES18837-6,507845-03
ajung,SixDegree,2025-07-28 09:48:22,PRO165SL-100-TT1-M6-3-LI1-CP2-TCMP-PL2-TAS,516421-01
ajung,SixDegree,2025-07-28 09:56:03,PRO165SL-100-TT1-M6-3-LI1-CP2-TCMP-PL2-TAS,516421-01
gschliffka,SixDegree,2025-07-30 10:18:06,ANT130LZS-060-ES17293-2,524884-01
gschliffka,Accuracy,2025-07-30 10:25:59,ANT130LZS-060-ES17293-2,524884-01
gschliffka,SixDegree,2025-07-30 10:42:55,ANT130LZS-060-ES17293-2,524884-01
gschliffka,Accuracy,2025-07-30 10:46:59,ANT130LZS-060-ES17293-2,524884-01
gschliffka,SixDegree,2025-07-30 12:46:42,ANT130LZS-060-ES17293-2,524884-01
gschliffka,SixDegree,2025-07-30 12:58:13,ANT130LZS-060-ES17293-2,524884-01
nguy,Flatness,2025-07-31 15:06:26,PlanarDL-200XY,525307-01
nguy,Flatness,2025-07-31 15:38:48,PlanarDL-200XY,525307-01
mtrozzi,Accuracy,2025-08-01 08:31:03,AGS1000-ES19619-2,521700-01
nguy,Accuracy1DXY,2025-08-01 08:49:57,PlanarDL-200XY,525307-01
mtrozzi,Accuracy,2025-08-01 08:52:57,AGS1000-ES19619-2,521700-01
mtrozzi,Accuracy,2025-08-01 08:56:40,AGS1000-ES19619-2,521700-01
bmowry,Accuracy2D,2025-08-01 09:16:05,ALS20035-ES15925-03,518496-01
bmowry,Accuracy2D,2025-08-01 09:16:52,ALS20035-ES15925-03,518496-01
mtrozzi,Accuracy,2025-08-01 10:14:32,AGS1000-ES19619-2,521700-01
mtrozzi,Accuracy,2025-08-01 10:15:24,AGS1000-ES19619-2,521700-01
mtrozzi,Accuracy,2025-08-01 10:15:34,AGS1000-ES19619-2,521700-01
nguy,Accuracy1DXY,2025-08-01 10:20:00,PlanarDL-200XY,525307-01
mtrozzi,Accuracy,2025-08-01 10:28:12,AGS1000-ES19619-2,521700-01
nguy,Accuracy1DXY,2025-08-01 11:37:20,PlanarDL-200XY,525307-01
gschliffka,Accuracy2D,2025-08-01 12:31:40,PlanarHD-400-400-ES20029,494126-01
gschliffka,Repeat2D,2025-08-01 15:03:37,PlanarHD-400-400-ES20029,494126-01
gschliffka,Repeat2D,2025-08-01 15:09:38,PlanarHD-400-400-ES20029,494126-01
mtrozzi,Repeat2D,2025-08-04 08:56:13,PlanarHD-ES20029,494126-01
nguy,Accuracy1DXY,2025-08-04 09:04:18,PlanarDL-200XY,525307-01
nguy,Accuracy1DXY,2025-08-04 09:20:17,PlanarDL-200XY,525307-01
nguy,SixDegree,2025-08-05 08:54:59,ANT130LZS-060,524927-03
gschliffka,SixDegree,2025-08-06 11:52:51,WaferMaxZ-ES15925,519537-01
gschliffka,SixDegree,2025-08-06 11:58:32,WaferMaxZ-ES15925,519537-01
gschliffka,SixDegree,2025-08-06 12:22:53,WaferMaxZ-ES15925,519537-01
blamouree,SixDegree,2025-08-06 14:17:57,ES20104-1,515475-01
blamouree,SixDegree,2025-08-06 15:15:52,ES20104-1,515475-01
blamouree,SixDegree,2025-08-06 16:04:35,ES20104-1,515475-01
gschliffka,Accuracy1DXY,2025-08-07 07:26:29,ANT130XY-160-E4-MP,524330-01
gschliffka,SixDegree,2025-08-07 08:27:43,FA90-ES15925,519540-01
gschliffka,SixDegree,2025-08-07 08:40:51,FA90-ES15925,519540-01
gschliffka,SixDegree,2025-08-07 08:45:07,FA90-ES15925,519540-01
nguy,SixDegree,2025-08-07 09:07:50,ANT180L-360-ES16890-72,502652-01
gschliffka,SixDegree,2025-08-07 09:42:05,FA90-ES15925,519540-02
nguy,SixDegree,2025-08-07 10:07:23,ANT180L-360-ES16890-72,502652-01
gschliffka,SixDegree,2025-08-07 10:26:35,FA90-ES15925,519541-01
nguy,SixDegree,2025-08-07 11:03:33,ANT180L-360-ES16890-72,502652-01
nguy,SixDegree,2025-08-07 11:28:32,ANT130LZS-160-ES16890-72,502675-01
nguy,SixDegree,2025-08-11 15:18:05,ANT180L-360-ES16890-72,502652-01
dyounge,SixDegree,2025-08-13 13:52:32,ANT180L-260,508621-01
dyounge,SixDegree,2025-08-14 06:49:55,ANT180L-260,508621-01
dyounge,SixDegree,2025-08-14 07:09:21,ANT180L-260,508621-01
dyounge,SixDegree,2025-08-14 07:38:20,ANT180L-260,508621-01
dyounge,SixDegree,2025-08-14 08:29:41,ANT180L-260,508621-01
dyounge,SixDegree,2025-08-14 11:32:24,ANT95L-100,508622-01
dyounge,SixDegree,2025-08-14 11:46:47,ANT95L-100,508622-01
dyounge,SixDegree,2025-08-15 07:45:24,ANT180L-260,508621-01
nguy,Accuracy2D,2025-08-15 11:20:46,PRO225LM-150,525827-01
nguy,Accuracy2D,2025-08-15 11:26:57,PRO225LM-150,525827-01
nguy,Accuracy2D,2025-08-15 11:28:09,PRO225LM-150,525827-01
nguy,Accuracy2D,2025-08-15 11:29:58,PRO225LM-150,525827-01
nguy,Accuracy2D,2025-08-15 12:37:02,PRO280LM-400,525827-01
nguy,Accuracy2D,2025-08-15 12:37:18,PRO280LM-400,525827-01
nguy,Accuracy2D,2025-08-15 15:24:23,PRO280LM-400,525827-01
gschliffka,Accuracy1DXY,2025-08-18 13:28:41,ANT130XY-160-E1-CN1-CMS3-MP-PL3-TAC,528707-02
dyounge,Flatness,2025-08-19 12:44:55,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 12:45:21,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 12:53:03,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 13:27:10,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 13:29:31,PlanarHD-500-500-ES20058,514270-01
dyounge,Accuracy,2025-08-19 14:10:47,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 14:31:50,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-19 14:52:37,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-20 06:28:37,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-20 06:48:03,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-20 07:13:14,PlanarHD-500-500-ES20058,514270-01
dyounge,Flatness,2025-08-20 07:18:58,PlanarHD-500-500-ES20058,514870-01
dyounge,Flatness,2025-08-20 07:23:58,PlanarHD-500-500-ES20058,514870-01
dyounge,Flatness,2025-08-20 07:25:01,PlanarHD-500-500-ES20058,514870-01
dyounge,Flatness,2025-08-20 07:27:47,PlanarHD-500-500-ES20058,514870-01
dyounge,Flatness,2025-08-20 08:28:12,PlanarHD-500-500-ES20058,514870-01
dyounge,Flatness,2025-08-20 08:30:10,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 09:20:58,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 10:52:01,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 10:58:57,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:00:44,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:05:59,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:34:08,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:47:06,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:47:42,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 11:56:49,PlanarHD-500-500-ES20058,514870-01
gschliffka,Straightness,2025-08-20 11:59:21,ANT130LZS-160-ES16890-72,502662-01
dyounge,Accuracy,2025-08-20 13:11:26,PlanarHD-500-500-ES20058,514870-01
dyounge,Accuracy,2025-08-20 14:01:52,PlanarHD-500-500-ES20058,514870-01
gschliffka,SixDegree,2025-08-20 14:23:38,ANT130LZS-160-ES16890-72,502662-01
dyounge,Accuracy,2025-08-20 16:02:17,PlanarHD-500-500-ES20058,514870-01
gschliffka,SixDegree,2025-08-20 19:01:27,ANT180L-360-ES16890-72,502663-01
dyounge,Accuracy,2025-08-20 21:38:47,PlanarHD-500-500-ES20058,514870-01
mtrozzi,Accuracy1DXY,2025-08-21 08:16:13,ANT130-XY,532426-01
mtrozzi,Accuracy1DXY,2025-08-21 08:25:28,ANT130-XY,532426-01
mtrozzi,Accuracy1DXY,2025-08-21 08:34:41,ANT130-XY,532426-01
bmowry,SixDegree,2025-08-21 12:22:09,ES16715-18 (Leader),516387-01
bmowry,SixDegree,2025-08-21 14:24:09,ES16715-18 (Follower),516387-01
dyounge,Accuracy2D,2025-08-22 08:22:34,PlanarDL-300XY,519147-01
dyounge,Accuracy2D,2025-08-22 08:45:58,PlanarDL-300XY,519147-01
bmowry,SixDegree,2025-08-22 09:03:42,ES16715-18 (Follower),516387-01
bmowry,SixDegree,2025-08-22 09:19:25,ES16715-18 (Follower),516387-01
bmowry,SixDegree,2025-08-22 09:26:43,ES16715-18 (Follower),516387-01
bmowry,SixDegree,2025-08-22 09:30:37,ES16715-18 (Follower),516387-01
dyounge,SixDegree,2025-08-22 11:44:06,ANT95LZ-025,527550-01
tbates,SixDegree,2025-08-22 12:12:01,HEX300-230HL,229605-01
tbates,SixDegree,2025-08-22 12:15:14,HEX300-230HL,229605-01
dyounge,Accuracy,2025-08-22 12:20:48,ANT95LZ-025,527550-01
dyounge,Straightness,2025-08-22 13:10:34,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-22 13:26:17,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-22 13:44:28,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-22 14:00:23,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-22 14:27:45,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-22 14:31:02,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-22 14:33:42,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-22 14:35:35,ANT95LZ-025,527550-02
dyounge,Flatness,2025-08-22 14:38:10,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-22 14:40:42,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-22 14:42:41,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-22 14:49:16,ANT95LZ-025,527550-02
nguy,Accuracy1DXY,2025-08-22 16:10:13,ANT95XY-050,526567-01
dyounge,SixDegree,2025-08-25 08:03:56,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 08:23:57,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 08:33:26,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 08:34:42,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 08:54:07,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 08:56:56,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-25 09:05:24,PlanarHD-500-500-ES20058,514870-01
dyounge,SixDegree,2025-08-25 09:17:35,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 09:19:44,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 09:22:01,ANT95LZ-025,527550-02
dyounge,Accuracy,2025-08-25 09:24:05,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 09:26:49,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 09:29:25,ANT95LZ-025,527550-02
dyounge,Accuracy2D,2025-08-25 09:52:31,PlanarDL-300XY-200,519147-01
bmowry,Accuracy2D,2025-08-25 09:53:13,PRO165LM-0310,529015-01
dyounge,SixDegree,2025-08-25 09:53:14,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 09:56:19,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:00:23,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:07:18,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:09:59,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:12:56,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:15:06,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:41:54,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:43:59,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:46:14,ANT95LZ-025,527550-02
dyounge,SixDegree,2025-08-25 10:49:16,ANT95LZ-025,527550-02
bmowry,Accuracy2D,2025-08-25 15:59:02,PRO165LM-0310,529015-01
gschliffka,Accuracy1DXY,2025-08-26 07:16:15,ANT95XY-050-E1-MP,526712-01
dyounge,SixDegree,2025-08-26 07:34:52,PRO190LM-0400,516360-01
dyounge,SixDegree,2025-08-26 07:40:05,PRO190LM-0400,516360-01
dyounge,SixDegree,2025-08-26 07:56:17,PRO190LM-0400,516360-01
dyounge,SixDegree,2025-08-26 08:00:56,PRO190LM-0400,516360-01
bmowry,Accuracy2D,2025-08-26 09:18:04,PRO165LM-0310,529015-01
dyounge,Straightness,2025-08-26 11:52:17,ANT95L-05,529741-01
dyounge,SixDegree,2025-08-26 13:20:30,PlanarHD-500-500-ES20058,514993-01
dyounge,SixDegree,2025-08-26 15:19:39,PlanarHD-500-500-ES20058,514870-01
bmowry,Accuracy,2025-08-27 09:43:48,Wafermax Z,464035-02
mtrozzi,Accuracy,2025-08-27 10:11:04,PRO225LM-0536-ES19347-02,520681-01
mtrozzi,Accuracy,2025-08-27 11:32:51,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 11:33:25,ES19347-1 (AGS10000),520661-01
blamouree,SixDegree,2025-08-27 11:39:26,PlanarHD-500-500-ES20058,514870-01
bmowry,Accuracy,2025-08-27 11:53:17,Wafermax Z,464035-01
blamouree,SixDegree,2025-08-27 12:49:32,PlanarHD-500-500-ES20058,514870-01
mtrozzi,Accuracy,2025-08-27 12:51:48,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 12:52:02,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 12:52:20,ES19347-1 (AGS10000),520661-01
blamouree,SixDegree,2025-08-27 12:59:07,PlanarHD-500-500-ES20058,514870-01
blamouree,SixDegree,2025-08-27 13:54:05,PlanarHD-500-500-ES20058,514870-01
mtrozzi,Accuracy,2025-08-27 14:44:04,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 14:56:00,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 15:04:24,ES19347-1 (AGS10000),520661-01
mtrozzi,Accuracy,2025-08-27 15:04:45,ES19347-1 (AGS10000),520661-01
blamouree,SixDegree,2025-08-27 15:05:36,PlanarHD-500-500-ES20058,514870-01
mtrozzi,Accuracy,2025-08-27 15:13:59,ES19347-1 (AGS10000),520661-01
gschliffka,Accuracy1DXY,2025-08-28 08:11:24,PlanarDL-300XY-M3-E1,526499-01
nguy,Accuracy1DXY,2025-08-28 08:11:46,ANT95XY-050,526567-01
blamouree,Accuracy,2025-08-28 09:26:29,PlanarHD-500-500-ES20058,514870-01
nguy,Accuracy1DXY,2025-08-28 10:56:11,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 10:57:16,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 10:57:50,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 11:01:12,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 11:16:59,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 11:31:15,ANT95XY-050,526567-01
nguy,Accuracy1DXY,2025-08-28 11:42:07,ANT95XY-050,526567-01
dyounge,Flatness,2025-08-28 12:04:42,PlanarDL-200XY,522737-01
dyounge,Flatness,2025-08-28 12:54:28,PlanarDL-200XY,522737-01
dyounge,Flatness,2025-08-28 12:56:29,PlanarDL-200XY,522737-01
dyounge,Flatness,2025-08-28 12:58:44,PlanarDL-200XY,522737-01
bmowry,Accuracy2D,2025-08-28 12:59:45,PRO165LM-0310,529028-01
nguy,Accuracy2D,2025-08-28 13:09:55,ANT95XY-050,526567-01
nguy,Flatness,2025-08-28 13:39:16,ANT95XY-050,526567-01
dyounge,Flatness,2025-08-28 13:41:21,PlanarDL-200XY,522737-01
dyounge,Flatness,2025-08-28 13:46:39,PlanarDL-200XY,522737-01
nguy,Flatness,2025-08-28 13:50:26,ANT95XY-050,526567-01
nguy,Flatness,2025-08-28 13:51:36,ANT95XY-050,526567-01
dyounge,Accuracy2D,2025-08-28 14:26:32,PlanarDL-200XY,522737-01
dyounge,Accuracy2D,2025-08-28 14:28:24,PlanarDL-200XY,522737-01
bmowry,Accuracy2D,2025-08-28 17:09:10,PRO165LM-0310,529028-01
dyounge,Accuracy2D,2025-08-29 08:41:14,PlanarDL-200XY,522737-01
nguy,SixDegree,2025-08-29 09:07:08,ANT95V-3,526568-01
nguy,SixDegree,2025-08-29 09:10:35,ANT95V-3,526568-01
blamouree,SixDegree,2025-08-29 10:44:11,ANT95LZS-025-E4,514872-01
blamouree,SixDegree,2025-08-29 10:46:03,ANT95LZS-025-E4,514872-01
blamouree,SixDegree,2025-08-29 10:47:18,ANT95LZS-025-E4,514872-01
nguy,Accuracy,2025-08-29 11:26:41,ANT95V-3,526568-01
nguy,SixDegree,2025-08-29 12:13:16,ANT95V-3,526568-01
mtrozzi,Accuracy1DXY,2025-08-29 16:16:59,PlanarDL-200XY-ES18021,522737-01
cdelsignore,Accuracy,2025-09-02 10:00:30,PRO115SL-150,519932-01
cdelsignore,Accuracy,2025-09-02 10:11:39,PRO115SL-150,519932-01
cdelsignore,SixDegree,2025-09-02 12:43:40,ANT130V-5,531237-01
cdelsignore,SixDegree,2025-09-02 13:00:33,ANT130V-5,531237-01
mtrozzi,Accuracy1DXY,2025-09-03 08:05:55,PlanarDL-300XY,526499-01
nguy,SixDegree,2025-09-03 10:52:51,LaserTurn5,527108-01
